,paper_id,title,authors,subjects,abstract,affilliations,date,source,url
10,2309.02338,Sustainability assessment of Low Earth Orbit (LEO) satellite broadband  mega-constellations,"['Ogutu B. Osoro', 'Edward J. Oughton', 'Andrew R. Wilson', 'Akhil Rao']",Earth and Planetary Astrophysics (astro-ph.EP); General Economics (econ.GN); Systems and Control (eess.SY),"The growth of mega-constellations is rapidly increasing the number of rocketlaunches required to place new satellites in space. While Low Earth Orbit (LEO)broadband satellites help to connect unconnected communities and achieve theSustainable Development Goals, there are also a range of negative environmentalexternalities, from the burning of rocket fuels and resulting environmentalemissions. We present sustainability analytics for phase 1 of the three mainLEO constellations including Amazon Kuiper (3,236 satellites), OneWeb (648satellites), and SpaceX Starlink (4,425 satellites). In baseline scenarios overfive years, we find a per subscriber carbon dioxide equivalent (CO$_2$eq) of0.70$\pm$0.34 tonnes for Kuiper, 1.41$\pm$0.71 tonnes for OneWeb and0.47$\pm$0.15 tonnes CO$_2$eq/subscriber for Starlink. However, in theworst-case emissions scenario these values increase to 3.02$\pm$1.48 tonnes forKuiper, 1.7$\pm$0.71 tonnes for OneWeb and 1.04$\pm$0.33 tonnesCO$_2$eq/subscriber for Starlink, more than 31-91 times higher than equivalentterrestrial mobile broadband. Importantly, phase 2 constellations propose toincrease the number of satellites by an order-of-magnitude higher, highlightingthe pressing need to mitigate negative environmental impacts. Strategic choicesin rocket design and fuel options can help to substantially mitigate negativesustainability impacts.","['eoughton@gmu.edu', 'Midd', 'Middlebury College', 'UK', 'Mason', 'George Mason University', 'George Mason', 'USA', 'George Mason University ']",2023-09-21,arXiv,https://arxiv.org/abs/2309.02338
11,2309.10152,Sparse Index Tracking: Simultaneous Asset Selection and Capital  Allocation via $\ell_0$-Constrained Portfolio,"['Eisuke Yamagata', 'Shunsuke Ono']","Portfolio Management (q-fin.PM); Computational Engineering, Finance, and Science (cs.CE); Machine Learning (cs.LG)","Sparse index tracking is one of the prominent passive portfolio managementstrategies that construct a sparse portfolio to track a financial index. Asparse portfolio is desirable over a full portfolio in terms of transactioncost reduction and avoiding illiquid assets. To enforce the sparsity of theportfolio, conventional studies have proposed formulations based on$\ell_p$-norm regularizations as a continuous surrogate of the $\ell_0$-normregularization. Although such formulations can be used to construct sparseportfolios, they are not easy to use in actual investments because parametertuning to specify the exact upper bound on the number of assets in theportfolio is delicate and time-consuming. In this paper, we propose a newproblem formulation of sparse index tracking using an $\ell_0$-norm constraintthat enables easy control of the upper bound on the number of assets in theportfolio. In addition, our formulation allows the choice between portfoliosparsity and turnover sparsity constraints, which also reduces transactioncosts by limiting the number of assets that are updated at each rebalancing.Furthermore, we develop an efficient algorithm for solving this problem basedon a primal-dual splitting method. Finally, we illustrate the effectiveness ofthe proposed method through experiments on the S\&P500 and NASDAQ100 indexdatasets.","['yamagata.e.ab@m.titech.ac.jp', 'LU', 'ND']",2023-09-21,arXiv,https://arxiv.org/abs/2309.10152
12,2204.00052,Digitizing Historical Balance Sheet Data: A Practitioner's Guide,"['Sergio Correia', 'Stephan Luck']",Computer Vision and Pattern Recognition (cs.CV); General Economics (econ.GN),"This paper discusses how to successfully digitize large-scale historicalmicro-data by augmenting optical character recognition (OCR) engines with pre-and post-processing methods. Although OCR software has improved dramatically inrecent years due to improvements in machine learning, off-the-shelf OCRapplications still present high error rates which limit their applications foraccurate extraction of structured information. Complementing OCR withadditional methods can however dramatically increase its success rate, makingit a powerful and cost-efficient tool for economic historians. This papershowcases these methods and explains why they are useful. We apply them againsttwo large balance sheet datasets and introduce quipucamayoc, a Python packagecontaining these methods in a unified framework.","['stephan.luck@ny.frb', 'OC', 'sergio.a.correia@frb.gov']",2023-09-21,arXiv,https://arxiv.org/abs/2204.00052
13,2207.11636,"Pandemics Depress the Economy, Public Health Interventions Do Not:  Evidence from the 1918 Flu","['Sergio Correia', 'Stephan Luck', 'Emil Verner']",General Economics (econ.GN),"We study the impact of non-pharmaceutical interventions (NPIs) on mortalityand economic activity across U.S. cities during the 1918 Flu Pandemic. Thecombination of fast and stringent NPIs reduced peak mortality by 50% andcumulative excess mortality by 24% to 34%. However, while the pandemic itselfwas associated with short-run economic disruptions, we find that thesedisruptions were similar across cities with strict and lenient NPIs. NPIs alsodid not worsen medium-run economic outcomes. Our findings indicate that NPIscan reduce disease transmission without further depressing economic activity, afinding also reflected in discussions in contemporary newspapers.","['stephan.luck@ny.frb.org', 'sergio.a.correia@frb.gov', 'everner@mit.edu', 'MIT', 'Central']",2023-09-21,arXiv,https://arxiv.org/abs/2207.11636
14,2309.10822,A Real-Time Approach for Smart Building Operations Prediction Using  Rule-Based Complex Event Processing and SPARQL Query,"['Shashi Shekhar Kumar', 'Ritesh Chandra', 'Sonali Agarwal']",Databases (cs.DB),"Due to intelligent, adaptive nature towards various operations and theirability to provide maximum comfort to the occupants residing in them, smartbuildings are becoming a pioneering area of research. Since these architecturesleverage the Internet of Things (IoT), there is a need for monitoring differentoperations (Occupancy, Humidity, Temperature, CO2, etc.) to provide sustainablecomfort to the occupants. This paper proposes a novel approach for intelligentbuilding operations monitoring using rule-based complex event processing andquery-based approaches for dynamically monitoring the different operations.Siddhi is a complex event processing engine designed for handling multiplesources of event data in real time and processing it according to predefinedrules using a decision tree. Since streaming data is dynamic in nature, to keeptrack of different operations, we have converted the IoT data into an RDFdataset. The RDF dataset is ingested to Apache Kafka for streaming purposes andfor stored data we have used the GraphDB tool that extracts information withthe help of SPARQL query. Consequently, the proposed approach is also evaluatedby deploying the large number of events through the Siddhi CEP engine and howefficiently they are processed in terms of time. Apart from that, a riskestimation scenario is also designed to generate alerts for end users in caseany of the smart building operations need immediate attention. The output isvisualized and monitored for the end user through a tableau dashboard.",[],2023-09-21,arXiv,https://arxiv.org/abs/2309.10822
15,2309.10823,Gradient-based methods for spiking physical systems,"['Julian Göltz', 'Sebastian Billaudelle', 'Laura Kriener', 'Luca Blessing', 'Christian Pehle', 'Eric Müller', 'Johannes Schemmel', 'Mihai A. Petrovici']",Neurons and Cognition (q-bio.NC); Neural and Evolutionary Computing (cs.NE),"Recent efforts have fostered significant progress towards deep learning inspiking networks, both theoretical and in silico. Here, we discuss severaldifferent approaches, including a tentative comparison of the results onBrainScaleS-2, and hint towards future such comparative studies.",[],2023-09-21,arXiv,https://arxiv.org/abs/2309.10823
16,2309.10825,Latent Disentanglement in Mesh Variational Autoencoders Improves the  Diagnosis of Craniofacial Syndromes and Aids Surgical Planning,"['Simone Foti', 'Alexander J. Rickart', 'Bongjin Koo', ""Eimear O' Sullivan"", 'Lara S. van de Lande', 'Athanasios Papaioannou', 'Roman Khonsari', 'Danail Stoyanov', 'N. u. Owase Jeelani', 'Silvia Schievano', 'David J. Dunaway', 'Matthew J. Clarkson']",Image and Video Processing (eess.IV); Machine Learning (cs.LG); Quantitative Methods (q-bio.QM),"The use of deep learning to undertake shape analysis of the complexities ofthe human head holds great promise. However, there have traditionally been anumber of barriers to accurate modelling, especially when operating on both aglobal and local level. In this work, we will discuss the application of theSwap Disentangled Variational Autoencoder (SD-VAE) with relevance to Crouzon,Apert and Muenke syndromes. Although syndrome classification is performed onthe entire mesh, it is also possible, for the first time, to analyse theinfluence of each region of the head on the syndromic phenotype. Bymanipulating specific parameters of the generative model, and producingprocedure-specific new shapes, it is also possible to simulate the outcome of arange of craniofacial surgical procedures. This opens new avenues to advancediagnosis, aids surgical planning and allows for the objective evaluation ofsurgical outcomes.","['UC', 'Cal', 'UK', 'PC', 's.foti@cs.ucl.ac.uk', 'University of California', 'USA', 'University of California ', 'California']",2023-09-21,arXiv,https://arxiv.org/abs/2309.10825
17,2309.10829,Comparative study of Deep Learning Models for Binary Classification on  Combined Pulmonary Chest X-ray Dataset,"['Shabbir Ahmed Shuvo', 'Md Aminul Islam', 'Md. Mozammel Hoque', 'Rejwan Bin Sulaiman']",Image and Video Processing (eess.IV); Computer Vision and Pattern Recognition (cs.CV),"CNN-based deep learning models for disease detection have become popularrecently. We compared the binary classification performance of eight prominentdeep learning models: DenseNet 121, DenseNet 169, DenseNet 201, EffecientNetb0, EffecientNet lite4, GoogleNet, MobileNet, and ResNet18 for their binaryclassification performance on combined Pulmonary Chest Xrays dataset. Despitethe widespread application in different fields in medical images, there remainsa knowledge gap in determining their relative performance when applied to thesame dataset, a gap this study aimed to address. The dataset combined Shenzhen,China (CH) and Montgomery, USA (MC) data. We trained our model for binaryclassification, calculated different parameters of the mentioned models, andcompared them. The models were trained to keep in mind all following the sametraining parameters to maintain a controlled comparison environment. End of thestudy, we found a distinct difference in performance among the other modelswhen applied to the pulmonary chest Xray image dataset, where DenseNet169performed with 89.38 percent and MobileNet with 92.2 percent precision.Keywords: Pulmonary, Deep Learning, Tuberculosis, Disease detection, Xray","['ODU', 'rejwan.sulaiman@northumbria.ac.uk', 'UC', 'USA', 'talukder.rana.@gmail.com', 'shuvo.shabbirahmed@gmail.com', 'UK']",2023-09-21,arXiv,https://arxiv.org/abs/2309.10829
18,2309.10831,Actively Learning Reinforcement Learning: A Stochastic Optimal Control  Approach,"['Mohammad S. Ramadan', 'Mahmoud A. Hayajnh', 'Michael T. Tolley', 'Kyriakos G. Vamvoudakis']",Machine Learning (cs.LG); Systems and Control (eess.SY),"In this paper we provide framework to cope with two problems: (i) thefragility of reinforcement learning due to modeling uncertainties because ofthe mismatch between controlled laboratory/simulation and real-world conditionsand (ii) the prohibitive computational cost of stochastic optimal control. Weapproach both problems by using reinforcement learning to solve the stochasticdynamic programming equation. The resulting reinforcement learning controlleris safe with respect to several types of constraints constraints and it canactively learn about the modeling uncertainties. Unlike exploration andexploitation, probing and safety are employed automatically by the controlleritself, resulting real-time learning. A simulation example demonstrates theefficacy of the proposed approach.","['ODU', 'UC', 'Cal', 'gatech', 'msramada@ucsd.edu', 'Georgia Institute of Technology ', 'University of California', 'USA', 'Georgia Institute of Technology', 'University of California ', 'California', 'mhayajnh@gatech.edu', 'tolley@ucsd.edu']",2023-09-21,arXiv,https://arxiv.org/abs/2309.10831
19,2309.10832,Efficient Multi-Channel Speech Enhancement with Spherical Harmonics  Injection for Directional Encoding,"['Jiahui Pan', 'Pengjie Shen', 'Hui Zhang', 'Xueliang Zhang']",Sound (cs.SD); Audio and Speech Processing (eess.AS),"Multi-channel speech enhancement extracts speech using multiple microphonesthat capture spatial cues. Effectively utilizing directional information is keyfor multi-channel enhancement. Deep learning shows great potential onmulti-channel speech enhancement and often takes short-time Fourier Transform(STFT) as inputs directly. To fully leverage the spatial information, weintroduce a method using spherical harmonics transform (SHT) coefficients asauxiliary model inputs. These coefficients concisely represent spatialdistributions. Specifically, our model has two encoders, one for the STFT andanother for the SHT. By fusing both encoders in the decoder to estimate theenhanced STFT, we effectively incorporate spatial context. Evaluations on TIMITunder varying noise and reverberation show our model outperforms establishedbenchmarks. Remarkably, this is achieved with fewer computations andparameters. By leveraging spherical harmonics to incorporate directional cues,our model efficiently improves the performance of the multi-channel speechenhancement.","['MU', 'ODU', 'UC', 'RIC', 'MIT', 'IC', 'PC', 'panjiahui@mail.imu.edu.cn', 'SHC', 'UL', 'HC', 'ENC']",2023-09-21,arXiv,https://arxiv.org/abs/2309.10832
20,2309.10834,Sparser Random Networks Exist: Enforcing Communication-Efficient  Federated Learning via Regularization,"['Mohamad Mestoukirdi', 'Omid Esrafilian', 'David Gesbert', 'Qianrui Li', 'Nicolas Gresset']","Machine Learning (cs.LG); Computer Vision and Pattern Recognition (cs.CV); Distributed, Parallel, and Cluster Computing (cs.DC); Data Structures and Algorithms (cs.DS)","This work presents a new method for enhancing communication efficiency instochastic Federated Learning that trains over-parameterized random networks.In this setting, a binary mask is optimized instead of the model weights, whichare kept fixed. The mask characterizes a sparse sub-network that is able togeneralize as good as a smaller target network. Importantly, sparse binarymasks are exchanged rather than the floating point weights in traditionalfederated learning, reducing communication cost to at most 1 bit per parameter.We show that previous state of the art stochastic methods fail to find thesparse networks that can reduce the communication and storage overhead usingconsistent loss objectives. To address this, we propose adding a regularizationterm to local objectives that encourages sparser solutions by eliminatingredundant features across sub-networks. Extensive experiments demonstratesignificant improvements in communication and memory efficiency of up to fivemagnitudes compared to the literature, with minimal performance degradation invalidation accuracy in some instances.","['SU', 'ODU', 'UC', 'UA', 'MIT', 'HU', 'State', 'IC', 'UB', 'UL', 'li@qq.com', ' State']",2023-09-21,arXiv,https://arxiv.org/abs/2309.10834
21,2309.10835,Analysing race and sex bias in brain age prediction,"['Carolina Piçarra', 'Ben Glocker']",Image and Video Processing (eess.IV); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG),"Brain age prediction from MRI has become a popular imaging biomarkerassociated with a wide range of neuropathologies. The datasets used fortraining, however, are often skewed and imbalanced regarding demographics,potentially making brain age prediction models susceptible to bias. We analysethe commonly used ResNet-34 model by conducting a comprehensive subgroupperformance analysis and feature inspection. The model is trained on 1,215T1-weighted MRI scans from Cam-CAN and IXI, and tested on UK Biobank(n=42,786), split into six racial and biological sex subgroups. With theobjective of comparing the performance between subgroups, measured by theabsolute prediction error, we use a Kruskal-Wallis test followed by twopost-hoc Conover-Iman tests to inspect bias across race and biological sex. Toexamine biases in the generated features, we use PCA for dimensionalityreduction and employ two-sample Kolmogorov-Smirnov tests to identifydistribution shifts among subgroups. Our results reveal statisticallysignificant differences in predictive performance between Black and White,Black and Asian, and male and female subjects. Seven out of twelve pairwisecomparisons show statistically significant differences in the featuredistributions. Our findings call for further analysis of brain age predictionmodels.","['UK', 'c.picarra@imperial.ac.uk', 'Carolina', 'PC']",2023-09-21,arXiv,https://arxiv.org/abs/2309.10835
22,2309.10836,CMRxRecon: An open cardiac MRI dataset for the competition of  accelerated image reconstruction,"['Chengyan Wang', 'Jun Lyu', 'Shuo Wang', 'Chen Qin', 'Kunyuan Guo', 'Xinyu Zhang', 'Xiaotong Yu', 'Yan Li', 'Fanwen Wang', 'Jianhua Jin', 'Zhang Shi', 'Ziqiang Xu', 'Yapeng Tian', 'Sha Hua', 'Zhensen Chen', 'Meng Liu', 'Mengting Sun', 'Xutong Kuang', 'Kang Wang', 'Haoran Wang', 'Hao Li', 'Yinghua Chu', 'Guang Yang', 'Wenjia Bai', 'Xiahai Zhuang', 'He Wang', 'Jing Qin', 'Xiaobo Qu']",Computer Vision and Pattern Recognition (cs.CV),"Cardiac magnetic resonance imaging (CMR) has emerged as a valuable diagnostictool for cardiac diseases. However, a limitation of CMR is its slow imagingspeed, which causes patient discomfort and introduces artifacts in the images.There has been growing interest in deep learning-based CMR imaging algorithmsthat can reconstruct high-quality images from highly under-sampled k-spacedata. However, the development of deep learning methods requires large trainingdatasets, which have not been publicly available for CMR. To address this gap,we released a dataset that includes multi-contrast, multi-view, multi-slice andmulti-coil CMR imaging data from 300 subjects. Imaging studies include cardiaccine and mapping sequences. Manual segmentations of the myocardium and chambersof all the subjects are also provided within the dataset. Scripts ofstate-of-the-art reconstruction algorithms were also provided as a point ofreference. Our aim is to facilitate the advancement of state-of-the-art CMRimage reconstruction by introducing standardized evaluation criteria and makingthe dataset freely accessible to the research community. Researchers can accessthe dataset at https://www.synapse.org/#!Synapse:syn51471091/wiki/.","['University of Texas', 'The U', 'State', 'UK', 'c.qin@imperial.ac.uk', 'harry.qin@polyu.edu.hk', 'The University of Texas at Dallas', 'The University of Texas', 'shuowang@fudan.edu.cn', 'quxiaobo@xmu.edu.cn', 'junlyu@polyu.edu.hk', ' State', 'wangcy@fudan.edu.cn', 'University of Texas at Dallas']",2023-09-21,arXiv,https://arxiv.org/abs/2309.10836
