paper_id,authors,subjects,title,abstract,url,date_published,affilliations,source
gxubv,"['Pieter van den Berg', 'TuongVan Vu', 'Lucas Molleman']","['Social and Behavioral Sciences', 'Psychology, other']",Individual differences in social learning emerge through the evolution of developmental flexibility,"Human ecological success is often attributed to our unrivalled capacity for social learning, which facilitates the spread of adaptive behaviours through populations. All humans rely on social learning to acquire culture, but there is substantial variation across societies, between individuals and over developmental time. However, it is unclear why these differences exist. Here, we present an evolutionary model showing that individual variation in social learning can emerge if the benefits of social learning are unpredictable. Unpredictability selects for flexible developmental programmes that allow individuals to update their reliance on social learning based on previous experiences. This developmental flexibility, in turn, causes some individuals in a population to end up consistently relying more heavily on social learning than others. We demonstrate this core evolutionary mechanism across three scenarios of increasing complexity, investigating the impact of different sources of uncertainty about the usefulness of social learning. Our results show how evolution can shape how individuals learn to learn from others, with potentially profound effects on cultural diversity.",https://psyarxiv.com/gxubv/,2023-09-21T18:26:33.244261,['KU'],OSF
j9pfn,['Yulima Ndruru'],"['Education', 'Educational Psychology']",Mengasuh Anak dengan Cinta,"Anak adalah individu unik yang memiliki berbagai potensi yang dibawa sejak lahir. Akan tetapi, masih banyak orang tua yang tidak mengerti siapa anak, sehingga mengabaikan kebutuhan batin anak. Seharusnya orang tua memberi stimulus atau rangsangan yang dapat mendorong pertumbuhan dan perkembangan anak. Untuk itu, penelitian ini bertujuan untuk mengetahui bahwa seharusnya orang tua mengasuh anak dengan penuh kasih sayang. Penelitian ini menggunakan metode kepustakaan dengan sarana literatur. Yakni dengan menggunakan buku, jurnal sebagai bahan referensi.  Mengasuh anak dengan penuh kasih sayang adalah kewajiban orang tua. Sebab rasa aman, nyaman, percaya diri, disayang dan merasa tentram di dapatkan oleh anak dari orang tua. Untuk itu, orang tua dituntut untuk mengasuh  anak dengan hati yang tulus, menjadi tempat belajar bagi anak, tempat bermain, tempat berbagi cerita, dan yang tidak kalah penting yaitu memberi teladan yang baik bagi anak. Orang tua harus menerapkan pola asuh yang dapat mendukung perkembangan anak secara holistik. Pola asuh yang dapat diterapkan orang tua untuk mengasuh anak yaitu pola asuh otoriter, pola asuh permisif dan pola asuh demokratis.",https://osf.io/j9pfn/,2023-09-21T16:47:01.255999,['yulimandruru@gmail.com'],OSF
28uzn,"['Réka Juhász', 'Claudia Steinwender']","['Social and Behavioral Sciences', 'Economics', 'Economic History']",Industrial Policy and the Great Divergence,"We discuss recent work evaluating the role of the government in shaping the economy during the long 19th century, a practice we refer to as industrial policy. We show that states deployed a vast variety of different policies aimed at, primarily, but not exclusively, fostering industrialization. We discuss the thin, but growing literature that evaluates the economic effects of these policies. We highlight some fruitful avenues for future study.",https://osf.io/preprints/socarxiv/28uzn/,2023-09-21T22:43:20.492581,"['MU', 'BC', 'UB', 'LMU']",OSF
j5akf,"['Jeroen Bruinsma', 'Rik Crutzen']","['Medicine and Health Sciences', 'Public Health', 'Public Health Education and Promotion']",Digital Interventions for Public Health: A Systematic Planning Approach,"This chapter outlines the Intervention Mapping (IM) approach, a planning framework for systematic development, implementation, and evaluation of health promotion interventions. IM is a comprehensive approach for intervention development in general. This chapter describes the six steps of IM and emphasizes using it for digitally supported interventions within the context of public health specifically. The chapter starts with describing Core Processes, a systematic way of answering planning questions to safeguard the use of available evidence and insights from theory. Subsequently, this chapter zooms in on understanding behavior as this is key during the development of health promoting interventions that aim to establish behavior change. Successively, the steps of IM are discussed separately, and illustrated by examples of interventions that use digital technology in the context of public health. This chapter guides readers through the six IM steps and hopes to inspire them to learn more about IM and behavior change principles, and their use for digital interventions.",https://osf.io/j5akf/,2023-09-21T16:36:02.038026,[],OSF
54uk2,['Minh-Hoang Nguyen'],['Business'],Cái ăn và biến đổi khí hậu,"Thức ăn đóng vai trò cực kỳ quan trọng trong cuộc sống. Nó không chỉ cung cấp năng lượng và chất dinh dưỡng cho sự sống và phát triển của con người, mà đôi khi nó còn là hình thức để con người đạt thỏa mãn các nhu cầu văn hóa và xã hội. Việc dân số toàn cầu đang gia tăng nhanh chóng qua từng năm, thức ăn lại ngày càng trở nên quan trọng để đảm bảo an ninh lương thực. Tuy nhiên, các hoạt động nông nghiệp và sử dụng đất đai cho sản xuất thực phẩm là một trong những nguồn phát thải nhà kính chính, góp phần làm biến đổi khí hậu.",https://osf.io/54uk2/,2023-09-21T16:30:44.787634,['HC'],OSF
638kc,"['Pier-Luc Dupont', 'Shazza Ali', 'David Manley', 'Christoph D Schaefer', 'Laura K Taylor', 'Shelley McKeown']","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Intergroup Processes']",Understanding the Spatial Dimension of Youth Intergroup Contact in a Post-Accord Society,"Understanding how to promote better social relations between groups in divided societies is vital for peacebuilding efforts. Building on the substantial body of research on intergroup contact theory and everyday multiculturalism, the present research aimed to examine how youth in the socially divided society of Belfast, Northern Ireland, experience social interactions in everyday urban spaces. Ten youth aged 16-18 (n = 2 Protestant female, 1 Protestant male, 4 Catholic female, 2 Catholic male and 1 mixed religious background trans male) were recruited to take part in the research. Everyday contact experiences were explored using photovoice, a participatory method. Following engagement with a series of photography workshops and tasks, youth took part in focus group discussions and later, walking interviews (n = 3) to discuss the factors that influence their social interactions. Five main themes to explain youth contact experiences in context were uncovered: geographical and socio-economic constraints on space use; group-based spatial cognitions, emotions, and behaviour; lived experience and social discourses; markers of identity; and intergroup norms. Taken together, findings highlight key individual and structural processes through which public spaces become used or not by young people from different community backgrounds. Implications for research and practice for promoting intergroup contact and peace in socially divided societies are discussed.",https://psyarxiv.com/638kc/,2023-09-21T16:33:27.807148,"['State', 'Army', 'Catholic', 'Union', 'Brown', 'UD', ' State', 'BC']",OSF
g8e27,['Vương Q Hoàng'],"['Education', 'Educational Methods']","Bói cá, sinh thái và giá trị nhân văn","Trên phương diện nghiên cứu môi trường sống và đa dạng sinh học, loài chim nhỏ bé nhưng rất đặc trưng cho sông hồ này lại có thể cung cấp một lượng thông tin khoa học về biến đổi môi trường. Hơn thế nữa, hình ảnh, ký ức và cảm nhận về loài chim này còn mang lại cầu nối giữa những thông tin quan sát thuần túy với khả năng giáo dục về môi trường và nhân văn. Bài viết này bàn về một vài thông tin như thế trên văn đàn khoa học quốc tế gần đây.",https://osf.io/g8e27/,2023-09-21T16:21:36.957935,[],OSF
epxjy,['RAMLI HARAHAP'],"['Education', 'Art Education']",TUHAN MEMULIHKAN KEHIDUPAN UMATNYA,Minggu ini kita memasuki Minggu Keenambelas setelah Trinitatis. Tema yang akan kita renungkan adalah “TUHAN Memulihkan Kehidupan Umat-Nya”. Tema ini peting kita bahas karena menggambarkan upaya pemulihan dan kesetiaan Allah terhadap umat manusia setelah peristiwa penghancuran yang sangat besar dalam peristiwa air bah.,https://osf.io/epxjy/,2023-09-21T16:11:12.249464,"['MU', 'GU', 'UH', 'EMU', 'NU', 'UMA', 'UL', 'UP', 'TU', 'UNG']",OSF
ypzcv,['Dương T M Phượng'],"['Arts and Humanities', 'Creative Writing', 'Fiction']","""Chuyện của Kingfisher"" - Hành trình kỳ diệu với trí tuệ và các giá trị nhân văn","“The Kingfisher Story Collection” (tạm dịch “Tuyển tập Truyện ngụ ngôn Bói Cá”, hay “Chuyện của Kingfisher”) của tác giả Vương Quân Hoàng đã được xuất bản và phát hành trên Amazon, là một tác phẩm tuyệt vời và đáng trân quý. Cuốn sách không chỉ là một bộ sưu tập những câu chuyện ngụ ngôn thú vị mà còn là một hành trình trải nghiệm sâu sắc khi bước vào thế giới tưởng tượng của nhân vật chính, một chú chim Bói Cá - Kingfisher.",https://osf.io/ypzcv/,2023-09-21T15:37:31.356545,"['HC', 'IC']",OSF
r3jz2,"['Elisa Brini', 'Giulia Corti', 'Francesca Zanasi']","['Social and Behavioral Sciences', 'Sociology', 'Aging and the Life Course']",The persisting influence of social class on transition to adulthood in Italy,"This study examines the relationship between family background and the process of leaving the parental home in Italy, focusing on the social class heterogeneity in the timing and decision to leave the parental home for cohabitation, marriage, or independent living among three cohorts of women and men born between 1930 and 1976. Italians typically leave home late and the age at which young people leave their parental home has been increasing since the 1980s, raising concerns about shifting demographic transitions and broader societal implications. We analyse retrospective data from the ISTAT Multipurpose Survey on Families and Social Subjects (2009 and 2016) using event history analysis techniques. There is a persistent delay in leaving the parental home, particularly among women, who leave at similar ages as men in recent cohorts. Leaving home for marriage has decreased, replaced by cohabitation and independent living. A substantial social class gradient is evident in the timing of leaving home, particularly for women. Social class disparities also extend to patterns of leaving home for marriage or living alone, whereas cohabitation shows less class differentiation. Children of the working class are more likely to leave home for marriage than those from the service class and daughters from families with no employment history or deceased parents at younger ages. Conversely, they are less likely to leave home to live alone than those from higher socioeconomic classes. These social class disparities have widened over birth cohorts, particularly among women. The study highlights the persistent influence of social class on housing destinations and emphasizes its significance is shaping the transition to adulthood.",https://osf.io/preprints/socarxiv/r3jz2/,2023-09-21T15:54:19.827452,"['francesca.zanasi@unibo.it', 'elisa.brini@sosgeo.uio.no', 'gcorti@ced.uab.cat']",OSF
k4tws,"['Fábio Silva', 'Marta Garrido', 'Sandra C Soares']","['Social and Behavioral Sciences', 'Perception']",Improved perception of aggression under (un)related threat of shock,"Anxiety shifts visual attention and perceptual mechanisms, preparing oneself to detect potentially threatening information more rapidly. Despite being demonstrated for threat-related social stimuli, such as fearful expressions, it remains unexplored if these effects encompass other social cues of danger, such as aggressive gestures/actions. To this end, we recruited a total of 65 participants (university students) and asked them to identify, as quickly and accurately as possible, potentially aggressive actions depicted by an agent. By introducing and manipulating the occurrence of electric shocks, we induced safe and threatening conditions. In addition, the association between electric shocks and aggression was also manipulated. Our result showed that participants have improved sensitivity, with no changes to criterion, when detecting aggressive gestures during threat compared to safe conditions. Furthermore, drift diffusion analysis showed that under threat participants exhibited faster evidence accumulation toward the correct perceptual decision. Lastly, the relationship between threat source and aggression appeared to not impact any of the effects described above. Overall, our results indicate that the benefits gained from states of anxiety, such as increased sensitivity towards threat and greater evidence accumulation, are transposable to social stimuli capable of signaling danger other than facial expressions.",https://psyarxiv.com/k4tws/,2023-09-21T14:57:00.542698,"['NEU', 'The U', ' State', 'State', 'IC', 'Cal', 'SC', 'PTS', 'AIC', 'fabio.alexandre@ua.pt', 'Pitt']",OSF
nraux,"['Samantha Chye', 'Ashika Chembila-Valappil', 'Ryan Knight', 'David Shearer', 'Cornelia Frank', 'Ceri Diss', 'Adam M Bruton']",['Life Sciences'],Action observation perspective influences the effectiveness of combined action observation and motor imagery training for novices learning an Osoto Gari throw,"Combined action observation and motor imagery (AOMI) training improves motor skill performance, but limited research has investigated possible moderating factors for this intervention. This study examined the influence of action observation (AO) perspective on the effectiveness of AOMI training for novices learning an Osoto Gari judo throw. Thirty novice participants were randomly assigned to AOMI training that displayed egocentric footage (AOMIEGO) or allocentric footage (AOMIALLO) of the Osoto Gari, or Control training. A fourteen-day motor learning design incorporating pre-test, 5-day acquisition, post-test, and retention-test phase was adopted. Motor skill performance, self-efficacy, and mental representation structures were recorded as measures of learning. Motor skill performance was improved for all training conditions, with AOMIALLO training reducing error scores for final right hip flexion angle and peak right ankle velocity compared to AOMIEGO training. Self-efficacy increased for all training conditions over time. Both AOMIEGO and AOMIALLO training led to improved functional changes in mental representation structures over time compared to Control training. The findings suggest AOMI training led to improved perceptual-cognitive scaffolding, irrespective of AO perspective, and offer some support for the use of AOMIALLO training to facilitate novice learning of complex, serial motor skills in sport.",https://psyarxiv.com/nraux/,2023-09-21T14:33:30.756361,"['adam.bruton@brunel.ac.uk', 'UB']",OSF
736be,"['Fábio Silva', 'Marta Garrido', 'Sandra C Soares']","['Social and Behavioral Sciences', 'Perception']",The effect of anxiety and its interplay with social cues when perceiving aggressive behaviours,"Contextual cues and emotional states carry expectations and biases that are used to attribute meaning to what we see. In addition, emotional states, such as anxiety, shape our visual systems, increasing overall, and particularly threat-related, sensitivity. It remains unclear, however, how anxiety interacts with additional cues when categorizing sensory input. This is especially important in social scenarios where ambiguous gestures are commonplace, thus requiring the integration of cues for a proper interpretation. To this end, we decided to assess how states of anxiety might bias the perception of potentially aggressive social interactions, and how external cues are incorporated in this process. Participants (N = 71) were tasked with signalling the presence of aggression in ambiguous social interactions. Simultaneously, an observer (facial expression) reacted (by showing an emotional expression) to this interaction. Importantly, participants performed this task under safety and threat of shock conditions. Decision measures and eye tracking data were collected. Our results showed that threat of shock did not affect sensitivity nor criterion when detecting aggressive interactions. The same pattern was observed for response times. Drift diffusion modelling analysis, however, suggested quicker evidence accumulation when under threat. Lastly, dwell times over the observer were higher when under threat, indicating a possible association between anxiety states and a bias towards potentially threat-related indicators. Future probing into this topic remains a necessity to better explain the current findings.",https://psyarxiv.com/736be/,2023-09-21T14:31:16.615373,"['NEU', 'The U', ' State', 'Williams', 'IC', 'Cal', 'State', 'SC', 'Brown', 'AIC', 'fabio.alexandre@ua.pt', 'Pitt']",OSF
5c42v,['Natalie L Shaheen'],"['Education', 'Disability and Equity in Education', 'Accessibility']",Exploring Blind/Low-Vision Youth’s Digital Access Needs in School: Towards Youth Accessibility Guidelines,"Blind/Low-Vision youth have been excluded from technology-mediated learning in school for two decades due to the systemic inaccessibility of K-12 instructional technologies. Accessibility guidelines that address blind/low-vision youth’s needs would help schools address this systemic inequity. But such guidelines do not yet exist nor does the robust knowledgebase required to write them. Herein, I report three key findings from a qualitative user study of 16 blind/low-vision youth's lived experiences learning with access technologies (AT) and instructional technologies in U.S. schools. First, these youth participants are using a broader range of AT than youth in previous studies. Second, the youth in this study frequently developed their AT literacy outside of school and most did not begin developing AT literacy in earnest until they were teens. Third, the youth defined accessible instructional technologies as those that are (1) easy to learn to use and (2) easy to use to learn and they used an inquiry process to evaluate accessibility. Building on the findings, I offer six design guidelines for accessible instructional technologies. Finally, I urge other scholars to study blind/low-vision youth’s digital access needs so that standards setting bodies eventually have sufficient data to write youth accessibility guidelines.",https://edarxiv.org/5c42v/,2023-09-21T15:52:21.565114,"['State', 'Cal', 'USA', 'Western', 'OC', 'HC', 'Illinois State University', 'Illinois State', 'UA', 'nlshahe@ilstu.edu', 'DC', 'IC', 'Illinois State University ', 'California', ' State', 'WC']",OSF
9bwqg,"['Leonard Tetzlaff', 'Peter A Edelsbrunner', 'Alexandra M A Schmitterer', 'Ulrike Hartmann', 'Garvin Brod']","['Social and Behavioral Sciences', 'Quantitative Methods', 'Statistical Methods']",Modeling Interactions between Multivariate Learner Characteristics and Interventions: A person-centered Approach,"Demonstrating differential effectiveness of instructional approaches for learners is difficult
because learners differ on multiple dimensions. The present study tests a person-centered
approach to investigating differential effectiveness, in this case of reading instruction. In N =
517 German third-grade students, latent profile analysis identified four subgroups that
differed across multiple characteristics consistent with the simple view of reading: poor
decoders, poor comprehenders, poor readers, and good readers. Over a school year, different
instructional foci showed differential effectiveness for students in these different profiles. An
instructional focus on vocabulary primarily benefited good readers at the expense of poor
decoders and poor comprehenders, while a focus on advanced reading abilities benefitted
poor comprehenders at the expense of poor decoders and good readers. These findings are in
contrast to those obtained by multiple regression, which, because they focused on only one
learner characteristic at a time, would have suggested different and potentially misleading
implications for instruction. Thus, this study provides initial evidence for the advantages of a
person-centered approach to examining differential effectiveness.",https://psyarxiv.com/9bwqg/,2023-09-21T14:03:34.122270,['l.tetzlaff@dipf.de'],OSF
x96ct,"['Henrik Bellhäuser', 'Thomas Lösch', 'Charlotte Winter', 'Bernhard Schmitz']","['Social and Behavioral Sciences', 'Educational Psychology', 'Learning Process']",Applying a Web-Based Training to Foster Self-Regulated Learning – Effects of an Intervention for Large Numbers of Participants,"Trainings on self-regulated learning (SRL) have been shown to be effective in improving both competence of self-regulated learning and objective measures of performance. However, human trainers can reach only a limited number of people at a time. Web-based trainings (WBT) could improve efficiency, as they can be distributed to potentially unlimited numbers of participants. We developed a WBT based on the process model of SRL by Schmitz and Wiese (2006) and tested it with 211 university students in a randomized control evaluation study including additional process analyses of learning diaries. Results showed that the training had significant effects on SRL knowledge, SRL behavior measured by questionnaires and diaries, as well as on self-efficacy. Time-series analyses revealed a positive linear trend in SRL for the training group but not for the control group as well as intervention effects for each of the three WBT lessons.",https://psyarxiv.com/x96ct/,2023-09-21T13:51:51.882260,"['Charlotte', 'GU', 'UL']",OSF
